route_number,stop_id,stop_sequence,stop_name,latitude,longitude
D70,313159416,4,"Velachery Main Road, Zone 13 Adyar (12.9910N)",12.9909681,80.2199873
D70,9370267244,5,"Five Furlong Road, Zone 13 Adyar (12.9977N)",12.9976865,80.2159576
D70,4221572806,6,"Five Furlong Road, Zone 13 Adyar (13.0036N)",13.0036032,80.2119807
D70,3264712469,7,"MKN Road, Ward 160",13.0072847,80.2097658
D70,9370267245,8,"Inner Ring Road, Zone 13 Adyar",13.0148569,80.2045846
D70,5355818030,9,"Inner Ring Road, Zone 13 Adyar (13.0186N)",13.0186408,80.2059235
D70,5228340704,10,"Inner Ring Road, Zone 13 Adyar (13.0244N)",13.0243667,80.2066739
D70,1024562407,11,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam",13.0350618,80.2119045
D70,5318529343,12,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam (13.0468N)",13.0468396,80.2121426
D70,1007625832,13,"Vadapalani Flyover, Zone 10 Kodambakkam",13.0488793,80.211988
D70,5318530216,14,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam (13.0540N)",13.053955,80.2114618
D70,5318537692,15,"Jawaharlal Nehru Road (100 Feet Road), Zone 8 Anna Nagar",13.0630102,80.2115596
D70,5320093328,16,"Jawaharlal Nehru Road (100 Feet Road), Zone 7 Ambattur",13.082197,80.1983699
D70,5239594891,17,"Thirumangalam – Mogappair Road, Zone 8 Anna Nagar",13.0870648,80.1981881
D70,5394822729,18,"Thirumangalam – Mogappair Road, Zone 7 Ambattur",13.0875626,80.1893914
D70,7796505767,19,"Ambattur Estate Road, Zone 7 Ambattur",13.0884416,80.172007
D70,9370309976,20,"2nd Main Road, Zone 7 Ambattur",13.0890597,80.1694157
D70,5631301424,21,"Five Furlong Road, Zone 13 Adyar (Route D70)",12.9974701,80.2162966
D70,4739613829,22,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam (13.0736N)",13.0735659,80.2003418
D70,11959583813,23,"Velachery Main Road, Zone 13 Adyar (12.9829N)",12.9829338,80.2219894
D70,9370267243,24,"Velachery Main Road, Zone 13 Adyar (12.9865N)",12.9864532,80.2229117
D70,11959599075,25,"Velachery Main Road, Zone 13 Adyar (Route D70)",12.9903945,80.2203974
D70,11959599076,26,"Five Furlong Road, Zone 13 Adyar (Route D70) #2",12.9977277,80.2160004
D70,11959593354,27,"Inner Ring Road, Zone 13 Adyar (Route D70)",13.0148395,80.2046476
D70,11959593355,28,"Inner Ring Road, Zone 13 Adyar (Route D70) #2",13.0186308,80.2059629
D70,11959593356,29,"Inner Ring Road, Zone 13 Adyar (Route D70) #3",13.02436,80.2067601
D70,11959593357,30,"Inner Ring Road, Zone 10 Kodambakkam (Route D70)",13.0316093,80.2093455
D70,11959593358,31,"Inner Ring Road, Zone 10 Kodambakkam (Route D70) #2",13.0315928,80.2093923
D70,11959593359,32,"Inner Ring Road, Zone 10 Kodambakkam (Route D70) #3",13.0351053,80.2111984
D70,11959593361,33,"Inner Ring Road, Zone 10 Kodambakkam (Route D70) #4",13.0350987,80.2111199
D70,11959617427,34,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam (Route D70)",13.0462851,80.2121116
D70,11959617428,35,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam (Route D70) #2",13.046284,80.2121909
D70CT,278744710,1,"Taramani Road, Zone 13 Adyar (12.9760N)",12.975951,80.2210664
D70CT,313159416,2,"Velachery Main Road, Zone 13 Adyar (12.9910N)",12.9909681,80.2199873
E18,9400398388,1,"Grand Southern Trunk Road, East Tambaram",12.9276798,80.1187584
E18,366083028,2,Anna Salai (Mount Road) (13.0089N),13.0088683,80.2112087
E18,9412787734,3,"Anna Salai (Mount Road), Zone 13 Adyar (13.0155N)",13.0155164,80.2250894
M1,9676647822,1,"Keelkattalai Bus Stand Service Road, Keelkattalai",12.956068,80.1862921
M1,5631301107,2,"Thiruvalluvar Road, Zone 13 Adyar",12.9872302,80.2593997
M1,9412787723,3,"Madipakkam - Velachery Road, Zone 14 Perungudi",12.9648168,80.1963361
M1,9412787724,4,"Madipakkam - Velachery Road, Zone 14 Perungudi (12.9649N)",12.9648849,80.1962538
M1,338250257,5,"Madipakkam - Velachery Road, Zone 14 Perungudi (12.9655N)",12.9655423,80.2003456
M1,9412787725,6,"Bazaar Road, Zone 14 Perungudi",12.965438,80.2013584
M1,9412787728,7,"Bazaar Road, Zone 14 Perungudi (12.9656N)",12.9656308,80.2043863
M1,9412787729,8,"Bazaar Road, Zone 14 Perungudi (12.9658N)",12.9658462,80.2031164
M1,277912055,9,"CMWSSB Division 169, Zone 14 Perungudi",12.9652732,80.2071039
M1,9412787727,10,"Bazaar Road, Zone 14 Perungudi (12.9653N)",12.9653278,80.2069929
M1,9400398383,11,"Velachery Main Road, Zone 14 Perungudi (12.9639N)",12.9638777,80.2160234
M1,1949567462,12,"Velachery Main Road, Zone 14 Perungudi (12.9639N) #2",12.9639064,80.2159702
M1,9400398385,13,"Velachery Main Road, Zone 13 Adyar",12.9713022,80.2190042
M1,1764308008,14,"Velachery Main Road, Zone 13 Adyar (12.9713N)",12.9712721,80.2189421
M1,9500730227,15,"Taramani Link Road, Zone 13 Adyar (12.9762N)",12.9762478,80.2215821
M1,9370524480,16,"Taramani Link Road, Zone 13 Adyar (12.9763N)",12.9762731,80.221563
M1,4172727623,17,"Taramani Link Road, Zone 13 Adyar",12.9785526,80.2253586
M1,9500730225,18,"Service Road, Zone 13 Adyar",12.9786209,80.2253008
M1,9399662897,19,"Taramani Link Road, Zone 13 Adyar (Route M1)",12.9806111,80.228782
M1,3298619178,20,"Taramani Link Road, Zone 13 Adyar (Route M1) #2",12.980629,80.2287544
M1,3298619179,21,"Taramani Link Road, Zone 13 Adyar (12.9817N)",12.9817095,80.2303946
M1,4358666333,22,"Taramani Link Road, Zone 13 Adyar (Route M1) #3",12.981636,80.2334748
M1,5631301114,23,"Taramani Link Road, Zone 13 Adyar (12.9817N) #2",12.9816579,80.233499
M1,9399815495,24,"Taramani Link Road, Zone 13 Adyar (12.9814N)",12.9814019,80.2427193
M1,9399815493,25,"Taramani Link Road, Zone 13 Adyar (12.9814N) #2",12.9814108,80.2427068
M1,9500730223,26,"Taramani Link Road, Zone 13 Adyar (12.9803N)",12.9803011,80.2514556
M1,9500730222,27,"Rajiv Gandhi IT Expressway, Zone 13 Adyar",12.9831713,80.2525253
M1,9370524481,28,"Rajiv Gandhi IT Expressway, Zone 13 Adyar (12.9832N)",12.983168,80.2524814
M1,1240545660,29,"West Avenue Road, Zone 13 Adyar",12.9880545,80.2524511
M18C,9920647758,1,"Madley Road, Zone 10 Kodambakkam",13.0345423,80.2300791
M18C,7433365963,2,"Sardar Patel Road, Zone 13 Adyar (Route M18C)",13.011873,80.2219855
M18C,256039818,3,"Anna Salai (Mount Road), Ward 160",13.0080754,80.2093905
M18C,9417619442,4,"Mount - Medavakkam Road, Nanganallur",12.9682552,80.189596
M18C,9412787735,5,"Anna Salai (Mount Road), Zone 13 Adyar (13.0221N)",13.0221111,80.226294
M18C,9412787736,6,"1st Main Road, Zone 13 Adyar",13.0279977,80.2309273
M18C,6497450229,7,"South Usman Road, Zone 10 Kodambakkam (13.0343N)",13.0342592,80.230369
M70,5400382522,1,Jawaharlal Nehru Road (100 Feet Road) (13.0651N),13.0651401,80.2112943
M70,5400382521,2,Jawaharlal Nehru Road (100 Feet Road) (13.0580N),13.0580044,80.2116987
M70,5400381618,3,Jawaharlal Nehru Road,13.0476117,80.2123446
M70,5228342635,4,Inner Ring Road (13.0243N),13.0243263,80.2069943
M70,5227454884,5,Inner Ring Road (13.0191N),13.0191075,80.2064422
M70,4221779489,6,Inner Ring Road (13.0141N),13.0140912,80.2045927
M70,5631301118,7,"Velachery Main Road, Zone 13 Adyar (12.9907N)",12.9906984,80.2202958
M70,313159416,8,"Velachery Main Road, Zone 13 Adyar (12.9910N)",12.9909681,80.2199873
M70,5631301114,9,"Taramani Link Road, Zone 13 Adyar (12.9817N) #2",12.9816579,80.233499
M70,3298619179,10,"Taramani Link Road, Zone 13 Adyar (12.9817N)",12.9817095,80.2303946
M70,9370524481,11,"Rajiv Gandhi IT Expressway, Zone 13 Adyar (12.9832N)",12.983168,80.2524814
M70,9399815494,12,"Taramani Link Road, Zone 13 Adyar (Route M70)",12.9812324,80.2427187
M70,9903138577,13,Jawaharlal Nehru Road (100 Feet Road) (13.0651N) #2,13.0650987,80.2112453
M70,9500680215,14,"Taramani Link Road, Zone 13 Adyar (Route M70) #2",12.9804402,80.2286896
M70,9500680214,15,"Taramani Link Road, Zone 13 Adyar (Route M70) #3",12.9784111,80.2253294
M70,2157590801,16,"Five Furlong Road, Zone 13 Adyar",12.997438,80.2162638
M70,9370267244,17,"Five Furlong Road, Zone 13 Adyar (12.9977N)",12.9976865,80.2159576
M70,4221572806,18,"Five Furlong Road, Zone 13 Adyar (13.0036N)",13.0036032,80.2119807
M70,309812160,19,"MKN Road, Ward 160 (Route M70)",13.0076778,80.2099257
M70,1007625852,20,"MKN Road, Ward 160 (Route M70) #2",13.007729,80.2098628
M70,9370267245,21,"Inner Ring Road, Zone 13 Adyar",13.0148569,80.2045846
M70,5355818030,22,"Inner Ring Road, Zone 13 Adyar (13.0186N)",13.0186408,80.2059235
M70,5228340704,23,"Inner Ring Road, Zone 13 Adyar (13.0244N)",13.0243667,80.2066739
M70,308317064,24,"Inner Ring Road, Zone 10 Kodambakkam",13.0348314,80.2118803
M70,1024562407,25,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam",13.0350618,80.2119045
M70,5318530216,26,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam (13.0540N)",13.053955,80.2114618
M70,5318529343,27,"Jawaharlal Nehru Road (100 Feet Road), Zone 10 Kodambakkam (13.0468N)",13.0468396,80.2121426
S13,278744710,1,"Taramani Road, Zone 13 Adyar (12.9760N)",12.975951,80.2210664
S13,10120161717,2,"Taramani Road, Zone 13 Adyar (Route S13)",12.975928,80.2211155
S13,9402008106,3,"Velachery Main Road, Zone 13 Adyar (Route S13)",12.9712086,80.2192719
S13,8601096138,4,"Velachery Main Road, Zone 13 Adyar (Route S13) #2",12.9712759,80.219131
S13,9417619444,5,"City Link Road, Ward 161 (Route S13)",12.994701,80.206559
S13,401769773,6,"City Link Road, Ward 161 (Route S13) #2",12.9947061,80.206537
S13,11949359786,7,"Kakkan Nagar Main Road, Ward 163",12.9919179,80.2058126
S13,299882966,8,"1st Cross Road, Ward 165",12.9810098,80.2066688
S13,11949365493,9,"Kakkan Nagar Main Road, Ward 163 (Route S13)",12.9891277,80.2048999
S13,11949365490,10,"Brindavan Nagar Main Road, Zone 13 Adyar",12.9871331,80.2053644
S13,11949365488,11,"Brindavan Nagar Main Road, Zone 13 Adyar (Route S13)",12.9844281,80.2049489
S43,12188084884,1,"Redhills Road, Zone 8 Anna Nagar",13.1083791,80.2059605
S43,12188084882,2,"3rd Main RoAD, Zone 8 Anna Nagar",13.1139224,80.2067223
S43,12188084880,3,"Kolathur Main Road, Zone 8 Anna Nagar",13.1185173,80.205062
S43,12188084879,4,"Jawaharlal Nehru Road (100 Feet Road), Zone 7 Ambattur (Route S43)",13.1228548,80.2015899
S43,1109183357,5,"Jawaharlal Nehru Road (100 Feet Road), Zone 7 Ambattur (Route S43) #2",13.1210128,80.1998698
S43,12155348708,6,"Orchid Springss Road, Zone 7 Ambattur",13.1269583,80.1942278
S43,12155348710,7,"Madanankuppam Road, Zone 3 Madhavaram",13.1354867,80.190348
S43,12202926833,8,"Vanagaram - Ambathur - Puzhal Road, Zone 7 Ambattur",13.1326681,80.1734513
S43,12202926834,9,"Vanagaram - Ambathur - Puzhal Road, Zone 7 Ambattur (Route S43)",13.13207,80.1717346
S43,12202926835,10,"Vanagaram - Ambathur - Puzhal Road, Zone 7 Ambattur (Route S43) #2",13.1319864,80.1696533
S43,12202926836,11,"Vanagaram - Ambathur - Puzhal Road, Zone 7 Ambattur (Route S43) #3",13.1319368,80.1652464
S43,12202926837,12,"Vanagaram - Ambathur - Puzhal Road, Zone 7 Ambattur (Route S43) #4",13.1303565,80.1585784
S570,577362217,1,"MTC Busway, Zone 10 Kodambakkam",13.0687582,80.2052047
S570,9903138577,2,Jawaharlal Nehru Road (100 Feet Road) (13.0651N) #2,13.0650987,80.2112453
S570,5400382522,3,Jawaharlal Nehru Road (100 Feet Road) (13.0651N),13.0651401,80.2112943
S570,5400382521,4,Jawaharlal Nehru Road (100 Feet Road) (13.0580N),13.0580044,80.2116987
S570,9412862312,5,Inner Ring Road (13.0343N),13.0343027,80.2121485
S570,9412862313,6,Inner Ring Road,13.0342862,80.2122277
S570,5228342635,7,Inner Ring Road (13.0243N),13.0243263,80.2069943
S570,5227454884,8,Inner Ring Road (13.0191N),13.0191075,80.2064422
S570,4221779489,9,Inner Ring Road (13.0141N),13.0140912,80.2045927
S570,366083028,10,Anna Salai (Mount Road) (13.0089N),13.0088683,80.2112087
S570,5631301429,11,Anna Salai (Mount Road),13.0089182,80.2111924
S570,9514055815,12,"Anna Salai (Mount Road), Zone 13 Adyar",13.0121297,80.2202503
S570,365983874,13,"Taluk Office Road, Zone 13 Adyar",13.013981,80.2265266
S570,300316947,14,"Racecourse Road, Zone 13 Adyar",13.0081325,80.2133106
S570,9368672356,15,"Velachery Main Road, Zone 13 Adyar (12.9910N) #2",12.9909955,80.2200242
S570,5631301118,16,"Velachery Main Road, Zone 13 Adyar (12.9907N)",12.9906984,80.2202958
S570,9399662898,17,"Velachery Main Road, Zone 13 Adyar (Route S570)",12.99071,80.2201775
S570,4358676514,18,"Velachery Main Road, Zone 13 Adyar (Route S570) #2",12.9877973,80.2230746
S570,9412787731,19,"Velachery Main Road, Zone 13 Adyar (12.9865N) #2",12.9864666,80.2229705
S570,9370524480,20,"Taramani Link Road, Zone 13 Adyar (12.9763N)",12.9762731,80.221563
S570,9500730227,21,"Taramani Link Road, Zone 13 Adyar (12.9762N)",12.9762478,80.2215821
S570,4172727623,22,"Taramani Link Road, Zone 13 Adyar",12.9785526,80.2253586
S570,9500730225,23,"Service Road, Zone 13 Adyar",12.9786209,80.2253008
S570,3298619179,24,"Taramani Link Road, Zone 13 Adyar (12.9817N)",12.9817095,80.2303946
S570,9399815495,25,"Taramani Link Road, Zone 13 Adyar (12.9814N)",12.9814019,80.2427193
S570,9399815493,26,"Taramani Link Road, Zone 13 Adyar (12.9814N) #2",12.9814108,80.2427068
S570,9500730223,27,"Taramani Link Road, Zone 13 Adyar (12.9803N)",12.9803011,80.2514556
S570,7412854052,28,Rajiv Gandhi Salai - CMWSSB Division 183,12.9729954,80.2502408
S570,1457114931,29,Old Mahapalipuram Service Road - CMWSSB Division 183 (12.9669N),12.9669208,80.2482764
S570,2082925106,30,"OMR Service Road, Thuraipakkam",12.945991,80.2396626
S570,2083090321,31,"OMR Service Road, Zone 15 Sholinganallur",12.9394621,80.2357344
S570,5093966251,32,"Rajiv Gandhi Salai, Zone 15 Sholinganallur",12.8988445,80.2279854
S570,7113711101,33,"Rajiv Gandhi Salai, Padur",12.7861984,80.2204283
S570,11959583813,34,"Velachery Main Road, Zone 13 Adyar (12.9829N)",12.9829338,80.2219894
S570,11959583808,35,"Velachery Main Road, Zone 13 Adyar (Route S570) #3",12.9828708,80.2220062
V51,9400398388,1,"Grand Southern Trunk Road, East Tambaram",12.9276798,80.1187584
V51,9400398389,2,"Grand Southern Trunk Road, East Tambaram (12.9274N)",12.9273885,80.1184664
V51,9400398338,3,"Velachery Mudhanmai Salai, East Tambaram",12.9233654,80.1206423
V51,3016144953,4,"Velachery Mudhanmai Salai, East Tambaram (12.9234N)",12.9234246,80.1206459
V51,9412758115,5,"Velachery Mudhanmai Salai, East Tambaram (Route V51)",12.9227473,80.1330624
V51,3016141192,6,"Velachery Mudhanmai Salai, East Tambaram (Route V51) #2",12.9227845,80.1330579
V51,9400398339,7,"Velachery Mudhanmai Salai, East Tambaram (12.9228N)",12.9228177,80.1311711
V51,3016141193,8,"Velachery Mudhanmai Salai, East Tambaram (12.9229N)",12.9228855,80.1311754
V51,9400398340,9,"Velachery Mudhanmai Salai, Chitlapakkam",12.9225505,80.1436777
V51,3016129434,10,"Velachery Mudhanmai Salai, Chitlapakkam (12.9226N)",12.9226099,80.1436734
V51,9400398341,11,"Velachery Mudhanmai Salai, Gowriwakkam",12.9234344,80.1545734
V51,5090924222,12,"Velachery Mudhanmai Salai, Gowriwakkam (12.9235N)",12.923495,80.1545664
V51,9400398344,13,"Velachery Mudhanmai Salai, Gowriwakkam (12.9235N) #2",12.9235081,80.1593117
V51,7966811036,14,"Velachery Mudhanmai Salai, Gowriwakkam (12.9236N)",12.9235567,80.1593225
V51,9400398347,15,"Velachery Mudhanmai Salai, Gowriwakkam (12.9200N)",12.9199655,80.1709299
V51,1693491914,16,"Velachery Mudhanmai Salai, Gowriwakkam (12.9200N) #2",12.9200019,80.170946
V51,9526179499,17,"Mount - Medavakkam Road, Nanmangalam",12.9387939,80.1823586
V51,9412787718,18,"Mount - Medavakkam Road, Keelkattalai (Route V51)",12.9486549,80.1851006
V51,9412787720,19,"Mount - Medavakkam Road, Keelkattalai (Route V51) #2",12.955952,80.1868305
V51,9412787721,20,"Sabari Salai, Zone 14 Perungudi",12.9653705,80.1915804
V51,9412787723,21,"Madipakkam - Velachery Road, Zone 14 Perungudi",12.9648168,80.1963361
V51,9412787724,22,"Madipakkam - Velachery Road, Zone 14 Perungudi (12.9649N)",12.9648849,80.1962538
V51,338250257,23,"Madipakkam - Velachery Road, Zone 14 Perungudi (12.9655N)",12.9655423,80.2003456
V51,9412787725,24,"Bazaar Road, Zone 14 Perungudi",12.965438,80.2013584
V51,9412787728,25,"Bazaar Road, Zone 14 Perungudi (12.9656N)",12.9656308,80.2043863
V51,9412787729,26,"Bazaar Road, Zone 14 Perungudi (12.9658N)",12.9658462,80.2031164
V51,277912055,27,"CMWSSB Division 169, Zone 14 Perungudi",12.9652732,80.2071039
V51,9412787727,28,"Bazaar Road, Zone 14 Perungudi (12.9653N)",12.9653278,80.2069929
V51,9400398383,29,"Velachery Main Road, Zone 14 Perungudi (12.9639N)",12.9638777,80.2160234
V51,1949567462,30,"Velachery Main Road, Zone 14 Perungudi (12.9639N) #2",12.9639064,80.2159702
V51,9400398385,31,"Velachery Main Road, Zone 13 Adyar",12.9713022,80.2190042
V51,1764308008,32,"Velachery Main Road, Zone 13 Adyar (12.9713N)",12.9712721,80.2189421
V51,278744710,33,"Taramani Road, Zone 13 Adyar (12.9760N)",12.975951,80.2210664
V51,9370267242,34,"Velachery Main Road, Zone 13 Adyar (12.9830N)",12.9829795,80.2219649
V51,9412787731,35,"Velachery Main Road, Zone 13 Adyar (12.9865N) #2",12.9864666,80.2229705
V51,9370267243,36,"Velachery Main Road, Zone 13 Adyar (12.9865N)",12.9864532,80.2229117
V51,9368672356,37,"Velachery Main Road, Zone 13 Adyar (12.9910N) #2",12.9909955,80.2200242
V51,313159416,38,"Velachery Main Road, Zone 13 Adyar (12.9910N)",12.9909681,80.2199873
V51,2158620129,39,"Velachery Main Road, Zone 13 Adyar (Route V51)",12.9974127,80.2164502
V51,5631301426,40,"Velachery Main Road, Zone 13 Adyar (Route V51) #2",12.9974859,80.2164321
V51,9412787732,41,"Velachery Main Road, Zone 13 Adyar (Route V51) #3",13.0048514,80.2202225
V51,9412787734,42,"Anna Salai (Mount Road), Zone 13 Adyar (13.0155N)",13.0155164,80.2250894
V51,3264883515,43,"Anna Salai (Mount Road), Zone 13 Adyar (Route V51)",13.0155768,80.225033
V51,9412787735,44,"Anna Salai (Mount Road), Zone 13 Adyar (13.0221N)",13.0221111,80.226294
V51,3263010049,45,"Anna Salai (Mount Road), Zone 13 Adyar (Route V51) #2",13.0221248,80.2262769
V51,9412787736,46,"1st Main Road, Zone 13 Adyar",13.0279977,80.2309273
V51,6497450229,47,"South Usman Road, Zone 10 Kodambakkam (13.0343N)",13.0342592,80.230369
V51,11959583813,48,"Velachery Main Road, Zone 13 Adyar (12.9829N)",12.9829338,80.2219894
